   0.0000000    1.0743152    0.6205902    1.1274250   -1.4178836    0.9436295    0.4631621    0.6852793    0.5097701    1.2243066   -0.1412569    1.1202249    0.4485485   -0.8092750    1.4817320   -0.8896944   -0.9959119   -0.4281933    0.8243949    1.1898699   -1.6636781   -1.2049787    0.6807058    0.5056553    0.6221312    1.0443605   -0.7621326   -0.4295252    0.3041854   -0.8914643    0.8229074    0.5428729   -0.7809434   -1.8395161   -0.0098279   -1.3610338   -0.3165455   -0.2835778   -1.0434396    0.8215125    1.6479095   -1.2201293   -0.1044163   -0.3077623   -0.0473444   -1.5829263    0.2078666   -0.5398196    0.1762796   -0.6050101
   0.0000000    0.0000000    0.3591818   -1.7465974   -2.1760778    1.3006897   -0.7129903   -1.2659906   -1.7739156   -0.1780641    1.1936922    1.1728275   -0.1254148    0.9081733   -0.0322526    0.3137044   -0.4259672   -1.2302416    1.3550244    0.8305420    1.1752359    0.7382467   -1.8302937    0.8390467    1.3922468   -0.6239514    0.6267125   -0.8996997   -0.3162057   -1.6807797   -1.4996176   -0.9206020   -1.8180104   -0.2025425    0.4114657    0.4418598   -1.9108207   -0.0354980   -0.7472390    0.3102979   -0.6521977   -0.4220167    1.6437579    0.7675382   -1.5156654    0.8066651    0.1326991    1.4996187   -0.5901693    0.3940642
   0.0000000    0.0000000    0.0000000    0.8866857    0.1319241    0.0713584    1.6714404    1.2078807   -0.4653459   -0.9985706    0.2622891   -2.0421212    0.1095391   -0.8800946   -0.7962439    0.8431211    0.1154522    1.0750016    0.7237391   -1.0375345    0.3912833   -0.2693404    0.3536499    0.2786642   -0.2953119   -1.4012124    0.5048025   -0.4270333    0.3702266   -0.9656123   -1.8829293   -1.2580017   -0.2908936   -2.7451998   -0.1637741    0.1865306    0.9123364   -0.9172802   -1.7804349    0.6549936   -1.1315775   -1.3663225    0.5456871   -1.6593645   -1.1803794    0.1123100    0.0717191   -1.3978317    0.6204910    0.5524716
   0.0000000    0.0000000    0.0000000    0.0000000   -0.2966009    0.0434495   -0.2234787    1.1598968   -1.9309602   -0.2646177    2.2921917    0.8978629    1.7108400   -0.1486073    0.1022046    0.7766541    1.0403565   -1.3591375   -0.8920976    0.2564713    1.1180446    0.7765302    0.6157323   -0.0343649    0.0390542   -0.2425176    1.5745678   -0.5736790   -0.4656067   -0.2596807   -1.1309151   -2.1777273    0.6092267   -0.5567234    0.0734170   -0.7425487   -0.1655562   -0.6838773    0.7996350    0.3117453    0.6627787   -0.2672946   -0.0666528    1.6876631    0.2480355    0.4908738   -0.2230385   -0.3941970   -1.7222768   -0.1228405
   0.0000000    0.0000000    0.0000000    0.0000000    0.0000000   -1.5336671    0.5105951    1.0818494    0.8027076   -1.1129290   -0.6984004    0.3573167   -0.0695616    0.9885290   -0.9084621   -0.8942352    1.1443984    0.7013843    0.2606035    1.1760843    0.7781372    1.0199025    1.5055134   -0.5989183    0.5690284    1.4699798   -2.7036029   -0.4059278    1.4431116   -0.2256898   -0.3200329   -0.7541804   -0.7614631   -0.7019869   -1.1480469   -0.3071729   -0.4605454    2.7606116   -1.7509209   -1.0745443   -1.3493471    0.4280217    0.7711717   -0.5930515    1.1615442    0.7643092   -0.8126920   -0.4466492   -1.1922315    0.9162267
   0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    1.2933691   -0.9822030    0.7097474    0.0958440    0.2894727    0.7547256    0.3357855   -1.3383277    0.7765507   -0.7045492   -0.7937636   -0.7837723   -0.4695477    1.2322286    0.1212493   -0.2795020   -0.2782077   -0.6061432   -0.5924478   -1.1326495    0.1090767    0.5152038   -0.9395109   -0.5391651   -0.8565288   -0.1835042    1.0307405    1.0046708   -1.8152096    0.6751443   -0.4721038    0.2133061    1.3926009   -1.7835810   -0.2763033    1.0658186   -0.8326604    0.6075802    0.6163570   -0.8839039    1.0765161    0.7444483   -2.0966599   -0.2483751
   0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000   -0.4196046   -1.8199252   -0.9910624    0.3589039   -0.1983085   -0.3331039    0.1285613    0.6661889   -1.0666618   -1.0476760   -0.4740734   -1.8328554    0.5392086    0.4100316   -0.2311368   -0.3854830   -0.5055986   -0.6616040    0.8612342    0.2142289    0.9759065    0.4867618    0.3769683   -2.1688469   -1.2529018    0.1275414    0.0376649   -0.0538064   -0.6063696    0.1192536    0.3675323    0.9813907    0.7372185    0.6929863   -0.1043763    0.2308581   -0.2291378   -2.3131895    1.4918231   -0.3785303   -0.4763248    0.8176882   -0.3911619
   0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.3920473   -0.9948836   -0.3217983   -0.0642507    0.5968799    0.4266287   -0.8112145   -0.9307332    1.6764984   -0.7380122    0.8302896   -1.4914076    1.0967419   -1.2858013   -0.5344294   -0.2123960    0.0934718    0.1246701    2.1204691    0.0090670   -0.7599310    1.2029457    0.1527612   -0.2836361   -0.0288199   -0.9433588   -0.1489990    1.3376064   -0.6446959   -0.1726257    0.6792809   -1.0743461   -0.6060786    0.3441338    0.9930478    0.1485284   -1.0866756    1.1110451   -0.4484443    0.5814210   -0.5821103    0.2705050
   0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.4712869   -1.3125479    0.8948306   -0.9238100   -0.3918552    0.4302857    0.5934590    0.5318158    0.1813252   -1.9279297   -1.0686958   -0.0418017    0.4503627    1.3230663   -0.0676152    2.0246705    0.8846263    1.6336894    1.3906623   -0.3198678    0.2822669    1.5123988   -0.4952509   -0.9005750    0.7744121    0.1726503    1.4272227   -0.8817593   -0.3437081   -0.8610312    0.3304000    0.1699928    1.1299150   -0.0155615    0.4772092   -0.3895678   -0.3379786   -1.9356625   -0.1182309    1.8992046    0.5995581
   0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.0000000    0.4619159   -0.9715703    0.0224179   -0.1570111    0.6419724   -0.1466895    0.3300573    0.7768581   -2.4303918   -0.1288622   -0.9989216    0.3328973    0.4490216   -0.0095646   -1.7188441   -1.4625180    0.7840581    0.0130090   -0.7822623   -0.4298405    0.1053111   -0.0475693    1.2519605   -0.0908664    0.4364930   -0.5816480   -0.5056219    0.0657690    0.7531188   -0.1868901    0.1093706    1.8280151   -0.3027184   -1.3425435   -0.5920164    2.8650255   -0.2244219    0.8494253    3.4605770    2.7497727
